"edf","Ref.df","Chi.sq","p-value","smooth_term"
3.49979340809927,4,2817.21704984451,0,"s(GA_c)"
2.29788110036187,4,723.156463211244,0.00453207879180439,"s(BMI_c)"
5.82894714211575,16,95.7527272179391,0.0012179701079551,"ti(GA_c,BMI_c)"
1.41672987787579,3,609.357212170858,0.0418038930885768,"s(Height_c)"
234.684489139822,264,2607.76947876676,0,"s(patient_id)"
