"std.dev","lower","upper","component","variance"
0.0265088992140574,0.0101256813053325,0.0693999461716202,"s(GA_c)1",0.000702721737541053
0.290864418723254,0.0689275461620335,1.22740638235308,"s(GA_c)2",0.0846021100792166
0.0196355522745283,0.00400499188062451,0.0962685879566912,"s(BMI_c)1",0.000385554913125735
0.0513571341923024,0.000657163054012228,4.01354765205208,"s(BMI_c)2",0.00263755523244615
0.0336352386800725,0.00528868028519079,0.213915234058176,"ti(GA_c,BMI_c)1",0.00113132928106545
0.0348816592349155,0.0124747723057821,0.0975352592541353,"ti(GA_c,BMI_c)2",0.00121673015098076
0.924035742316361,0.165468986654576,5.16013345063013,"ti(GA_c,BMI_c)3",0.853842053078148
0.405102765014886,0.367564197490622,0.4464750684182,"s(patient_id)",0.164108250222706
