"edf","reference_df","statistic","p_value","smooth_term"
3.50213251853796,4,2894.19251295382,0,"s(GA_c)"
2.29785333378813,4,774.333884094249,0.0034242304068971,"s(BMI_c)"
5.84411868707367,16,95.0498839925034,0.00149189306566311,"ti(GA_c,BMI_c)"
236.362520516388,264,2642.4207283507,0,"s(patient_id)"
