record_type,status,Q2_cutpoint,Q3_cutpoint,Q2_BMI_cutpoint,Q3_BMI_cutpoint,BMI_cutpoint_shift,Q2_Group,Q3_Group,Q2_BMI_interval,Q3_BMI_interval,Q2_N,Q3_N,Q2_t50,Q3_t50,shift_t50,Q2_t70,Q3_t70,shift_t70,Q2_t90,Q3_t90,shift_t90,Q2_minimax_GA,Q3_minimax_GA,shift_minimax_GA
cutpoint,matched_by_order,1.0,1.0,32.0931884444288,31.743230699999998,-0.34995774442879934,,,,,,,,,,,,,,,,,,
cutpoint,matched_by_order,2.0,2.0,35.2208681140727,36.09730783,0.8764397159272974,,,,,,,,,,,,,,,,,,
group_mapping,matched_by_BMI_overlap,,,,,,1.0,1.0,"[20.70, 32.09]","[20.70, 31.74]",158.0,146.0,10.0,10.0,0.0,10.0,10.0,0.0,17.2,17.2,0.0,13.9,13.8,-0.09999999999999964
group_mapping,matched_by_BMI_overlap,,,,,,1.0,2.0,"[20.70, 32.09]","(31.74, 36.10]",158.0,101.0,10.0,10.0,0.0,10.0,10.6,0.5999999999999996,17.2,18.1,0.9000000000000021,13.9,14.1,0.1999999999999993
group_mapping,matched_by_BMI_overlap,,,,,,2.0,2.0,"(32.09, 35.22]","(31.74, 36.10]",79.0,101.0,10.0,10.0,0.0,10.6,10.6,0.0,18.4,18.1,-0.29999999999999716,14.1,14.1,0.0
group_mapping,matched_by_BMI_overlap,,,,,,3.0,2.0,"(35.22, 46.88]","(31.74, 36.10]",30.0,101.0,10.5,10.0,-0.5,13.5,10.6,-2.9000000000000004,21.3,18.1,-3.1999999999999993,15.4,14.1,-1.3000000000000007
group_mapping,matched_by_BMI_overlap,,,,,,3.0,3.0,"(35.22, 46.88]","(36.10, 46.88]",30.0,20.0,10.5,11.7,1.1999999999999993,13.5,15.2,1.6999999999999993,21.3,21.8,0.5,15.4,16.1,0.7000000000000011
